,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
698,Mitchell Krueger,Pedro Sousa,0.003952569169960479,-0.009558030901904418,0.018972332015810278,-0.005892921307941057,0.06748113546532519,0.17045454545454547,player1,0,1,0,1,0,0,1
699,Ricardas Berankis,Federico Gaio,-0.016246498599439774,-0.019234360410831,0.12698412698412698,0.08583877995642697,-0.020977279800809212,-0.18681318681318687,player1,0,1,0,1,0,0,1
700,Steve Johnson,John Isner,-0.18517464833254305,-0.001770191243875452,-0.17281492018334121,-0.06002844950213371,0.08171329223960805,0.18181818181818177,player1,0,1,0,1,0,0,1
701,Sebastian Korda,Denis Shapovalov,-0.12280575539568346,-0.01841726618705036,0.07942446043165463,-0.1127338129496403,-0.04453237410071942,0.2142857142857143,player2,0,1,0,1,0,0,1
702,Thai Son Kwiatkowski,Soon Woo Kwon,0.06260720411663809,0.02362388897551848,-0.07243099953220022,-0.13753313581786997,0.008498362700764067,-0.4642857142857143,player2,0,1,0,1,0,0,1
703,Mohamed Safwat,Gilles Simon,-0.08596837944664032,0.01235177865612648,0.014822134387351804,-0.11610671936758893,-0.0014822134387351693,-0.30000000000000004,player2,0,1,0,1,0,0,1
704,Taylor Fritz,Dominik Koepfer,0.08743610438525692,-0.0454667742803336,-0.029593758407317705,0.06766209308582188,0.04842615012106541,0.25,player1,0,1,0,1,0,0,1
705,Filip Krajinovic,Mikael Ymer,-0.07456828885400316,-0.04107796964939822,0.173469387755102,0.16143380429094717,-0.04447933019361591,0.5,player1,0,1,0,1,0,0,1
706,Marc Polmans,Marcos Giron,-0.045218973770621514,0.06179530798749852,-0.04241009613482605,-0.07413854492226135,0.027732721446374176,0.04048582995951422,player2,0,1,0,1,0,0,1
707,Marco Cecchinato,Lloyd Harris,-0.1047846889952153,0.038755980861244016,-0.026674641148325295,-0.14377990430622006,0.019856459330143544,-0.46666666666666673,player2,0,1,0,1,0,0,1
708,Reilly Opelka,David Goffin,0.11835897435897436,-0.02782905982905983,0.06044444444444441,0.019008547008546983,-0.10441025641025639,-0.32142857142857145,player2,0,1,0,1,0,0,1
709,Albert Ramos,Stefanos Tsitsipas,-0.203125,0.012784090909090912,-0.1288555194805195,-0.2871347402597403,0.035917207792207806,-0.5,player2,0,1,0,1,0,0,1
710,Jozef Kovalik,Maxime Cressy,-0.18201193520886616,-0.11445012787723785,0.21632566069906228,0.08823529411764708,-0.14300937766410912,-0.33333333333333337,player2,0,1,0,1,0,0,1
711,Juan Ignacio Londero,Evgeny Donskoy,-0.021574670776127763,-0.05771924908938078,0.044690389464836056,-0.009386382740263377,0.1487811711964136,-0.36363636363636365,player1,0,1,0,1,0,0,1
712,Borna Coric,Pablo Andujar,0.12121212121212122,-0.01638334565163833,-0.042374969204237556,0.05001231830500125,0.09016999260901701,0.6388888888888888,player1,0,1,0,1,0,0,1
713,Egor Gerasimov,Dusan Lajovic,0.0365990990990991,0.01817889317889318,-0.07488738738738743,0.048986486486486513,0.010617760617760624,-0.06666666666666665,player1,0,1,0,1,0,0,1
714,Stefano Travaglia,Jordan Thompson,-0.011019283746556474,0.031221303948576674,-0.053259871441689643,-0.04224058769513317,-0.06336088154269973,0.32727272727272727,player2,0,1,0,1,0,0,1
715,Mikhail Kukushkin,Attila Balazs,-0.012335124572545188,-0.09025403028822668,0.026257938446507145,0.008549096238397669,0.08036150464093794,0.5476190476190477,player1,0,1,0,1,0,0,1
716,Ulises Blanch,Cristian Garin,-0.025381850853548965,-0.018553459119496858,-0.12425876010781667,-0.1449236298292902,0.08099730458221024,0.02083333333333337,player2,0,1,0,1,0,0,1
717,Cameron Norrie,Diego Schwartzman,0.05861319966583124,-0.01647451963241437,-0.054269005847953244,0.025964912280701746,0.026867167919799484,0.05854241338112309,player1,0,1,0,1,0,0,1
718,Jason Jung,Federico Coria,-0.0676505783805345,0.010131631431990428,0.001116872756282361,-0.06445951336258476,0.007658556043079384,0.0714285714285714,player2,0,1,0,1,0,0,1
719,Dennis Novak,Alejandro Davidovich Fokina,0.03792569659442724,0.00818222025652366,0.029467049977885962,0.03101503759398494,-0.04831932773109243,-0.1333333333333333,player2,0,1,0,1,0,0,1
720,Peter Gojowczyk,Hubert Hurkacz,-0.1225885225885226,0.08766788766788766,-0.08351648351648344,-0.07069597069597072,-0.03565323565323564,-0.054545454545454564,player2,0,1,0,1,0,0,1
721,Lorenzo Sonego,Adrian Mannarino,0.08080808080808081,0.0,0.0,0.010101010101010055,-0.07070707070707072,0.0,player2,0,1,0,1,0,0,1
722,Pablo Cuevas,Jack Sock,0.010555555555555554,-0.036111111111111115,0.08999999999999997,0.048333333333333395,-0.0761111111111111,-0.23809523809523808,player2,0,1,0,1,0,0,1
723,Paolo Lorenzi,Brandon Nakashima,-0.03201970443349754,0.012725779967159276,-0.11904761904761896,-0.14614121510673234,-0.016420361247947463,-0.75,player2,0,1,0,1,0,0,1
724,Alexander Zverev,Kevin Anderson,-0.019338422391857513,-0.008990670059372347,0.08628781453208934,0.10449533502968611,-0.057958722080859504,0.35,player1,0,1,0,1,0,0,1
725,Matteo Berrettini,Go Soeda,0.23076923076923078,-0.03409090909090909,0.03875291375291379,0.2389277389277389,-0.01777389277389277,0.6,player1,0,1,0,1,0,0,1
726,Yuichi Sugita,Ugo Humbert,-0.1306122448979592,-0.002040816326530616,-0.14489795918367343,-0.16530612244897958,0.0,0.7058823529411765,player2,0,1,0,1,0,0,1
727,Aljaz Bedene,Emil Ruusuvuori,0.02513904338153504,0.030867630700778637,-0.10828698553948835,-0.06190211345939933,-0.020077864293659597,0.25,player2,0,1,0,1,0,0,1
728,Mackenzie Mcdonald,Casper Ruud,-0.02157549410296663,0.009177635551261925,-0.09358773095036832,-0.08300124783641266,0.04206416294328383,0.19444444444444442,player2,0,1,0,1,0,0,1
729,Ernesto Escobedo,Kamil Majchrzak,0.054584915897992387,-0.009007053716766134,0.11481280520889853,0.10233315246880087,0.0047748236570808456,0.33333333333333337,player1,0,1,0,1,0,0,1
730,Salvatore Caruso,James Duckworth,0.02532166752444673,0.06093669583118888,0.04086464230571274,0.062480699948533225,-0.012352032938754504,0.14583333333333337,player1,0,1,0,1,0,0,1
731,Gregoire Barrere,Taro Daniel,0.07621299969484285,-0.0011443393347573966,0.011214525480622517,0.10314311870613369,-0.005950564540738473,0.08333333333333326,player1,0,1,0,1,0,0,1
732,Jeremy Chardy,Andrey Rublev,0.04307116104868913,0.05359372213304797,0.13064027108970933,0.010879258070269293,-0.13607990012484394,-0.10227272727272729,player2,0,1,0,1,0,0,1
733,Grigor Dimitrov,Tommy Paul,-0.023598352866645547,0.015362686094393417,0.027399429838454226,0.19179600886917958,0.02407348748812163,0.41666666666666663,player1,0,1,0,1,0,0,1
734,Marton Fucsovics,Hugo Dellien,0.08200152207001521,-0.000380517503805175,-0.2290715372907154,0.0639269406392694,0.18968797564687973,0.4,player1,0,1,0,1,0,0,1
735,Andreas Seppi,Frances Tiafoe,0.015111111111111103,-0.005037037037037034,0.047407407407407454,-0.010074074074074069,-0.03822222222222221,-0.18888888888888888,player2,0,1,0,1,0,0,1
736,John Millman,Nikoloz Basilashvili,0.015735641227380012,-0.024390243902439025,0.007474429583005593,0.09651193286126408,0.02779963283503803,0.5,player1,0,1,0,1,0,0,1
737,Guido Pella,J J Wolf,-0.10172522617294341,-0.05070481800967809,0.15001051967178625,0.07626762045024194,-0.11098253734483485,-0.2142857142857143,player2,0,1,0,1,0,0,1
738,Feliciano Lopez,Roberto Carballes Baena,0.09502943100065403,0.03368214519293655,-0.17063440156965343,-0.10961412688031391,0.026422498364944424,0.2142857142857143,player2,0,1,0,1,0,0,1
739,Christopher Oconnell,Laslo Djere,-0.017024548300291063,-0.06914163325827888,0.04662529518370029,0.003734417046515448,0.03306057444121041,0.12121212121212122,player1,0,1,0,1,0,0,1
740,Federico Delbonis,Daniil Medvedev,-0.048701298701298704,-0.024891774891774895,-0.008658008658008587,-0.17965367965367962,-0.08766233766233766,-0.5555555555555556,player2,0,1,0,1,0,0,1
741,Roberto Bautista Agut,Tennys Sandgren,-0.09072789603763054,-0.027345930000797256,0.15873395519413214,0.045922028222913136,0.014350633819660369,0.2583732057416268,player1,0,1,0,1,0,0,1
742,Miomir Kecmanovic,Gianluca Mager,0.01757371858301998,0.0226400158321789,-0.05462101721749457,-0.004393429645755009,-0.012349099544824826,0.26363636363636367,player1,0,1,0,1,0,0,1
743,Philipp Kohlschreiber,Vasek Pospisil,-0.12135416666666668,-0.027083333333333334,-0.05885416666666665,-0.09270833333333334,0.008854166666666663,0.2272727272727273,player2,0,1,0,1,0,0,1
744,Milos Raonic,Leonardo Mayer,0.1551436515291937,-0.007414272474513428,0.0424467099165895,0.18572752548656168,0.06005560704355886,0.5555555555555556,player1,0,1,0,1,0,0,1
745,Alex De Minaur,Andrej Martin,-0.03820497271073378,0.021629270264806953,-0.019203557711744534,0.05013139276329087,0.04002425712553062,0.5,player1,0,1,0,1,0,0,1
746,Richard Gasquet,Ivo Karlovic,-0.13113330438558402,-0.011940946591402518,0.11940946591402513,0.18844984802431608,-0.05167173252279636,0.20833333333333337,player1,0,1,0,1,0,0,1
747,Andrey Kuznetsov,Sam Querrey,0.0605369807497467,-0.0025329280648429577,0.08257345491388046,0.058257345491388,0.005319148936170193,0.5,player1,0,1,0,1,0,0,1
748,Karen Khachanov,Jannik Sinner,0.050380322038921274,0.024136454937600846,0.057196483255951724,0.06542856202048142,0.026408508676611014,0.08441558441558439,player1,0,1,0,1,0,0,1
749,Thiago Monteiro,Felix Auger Aliassime,-0.06482758620689655,-0.025747126436781613,0.1526436781609195,0.05954022988505747,-0.054942528735632185,-0.125,player2,0,1,0,1,0,0,1
750,Yoshihito Nishioka,Andy Murray,-0.023156144054244224,-0.03649331542250368,0.10289131964434206,0.03489413420328791,-0.01688735367491845,-0.3541666666666667,player2,0,1,0,1,0,0,1
751,Corentin Moutet,Jiri Vesely,-0.09631836970104776,0.020186484667884266,0.012496395270594984,0.028645583004902386,0.062481976352975116,0.19658119658119655,player1,0,1,0,1,0,0,1
752,Daniel Evans,Thiago Seyboth Wild,0.05408590885280252,-0.03143006809848088,0.002226296490309032,0.13174436877946566,0.071765322158198,0.5,player1,0,1,0,1,0,0,1
753,Denis Kudla,Marin Cilic,-0.06023809523809524,-0.011666666666666672,0.01904761904761909,-0.041666666666666685,0.0030952380952380953,0.33333333333333337,player2,0,1,0,1,0,0,1
754,Norbert Gombos,Radu Albot,0.0008741258741258723,-0.02534965034965035,0.0034965034965034336,0.05594405594405594,0.08916083916083917,0.05128205128205121,player1,0,1,0,1,0,0,1
755,Bradley Klahn,Sumit Nagal,0.07484326018808778,-0.013714733542319744,-0.16614420062695923,-0.2170846394984326,0.038793103448275856,0.1470588235294118,player2,0,1,0,1,0,0,1
756,Jaume Munar,Dominic Thiem,-0.11919504643962849,0.03637770897832817,-0.06656346749226005,-0.1269349845201238,0.02941176470588236,-0.014285714285714346,player2,0,1,0,1,0,0,1
757,Novak Djokovic,Kyle Edmund,0.09778843591793232,-0.015387689848121507,0.0767386091127098,0.17426059152677859,0.00019984012789767136,0.09999999999999998,player1,0,1,0,1,0,0,1
758,Jan Lennard Struff,Michael Mmoh,0.1574074074074074,0.0015432098765432098,-0.03240740740740744,0.10956790123456789,0.12962962962962965,0.5555555555555556,player1,0,1,0,1,0,0,1
759,Mitchell Krueger,Pablo Carreno Busta,0.006410256410256401,0.022435897435897433,-0.10897435897435892,-0.24358974358974356,-0.13034188034188032,-0.6363636363636364,player2,0,1,0,1,0,0,1
760,Ricardas Berankis,Steve Johnson,0.018181818181818174,-0.04965034965034966,-0.0013986013986013734,0.04125874125874124,0.058041958041958025,-0.025000000000000022,player1,0,1,0,1,0,0,1
761,Soon Woo Kwon,Denis Shapovalov,-0.1476762528819318,-0.018929741536221335,0.025907050115277275,-0.05363426768596047,-0.03294503094284673,-0.4126984126984127,player2,0,1,0,1,0,0,1
762,Gilles Simon,Taylor Fritz,-0.11687943262411346,0.005390070921985818,0.04411347517730502,-0.0015602836879432536,-0.0872340425531915,-0.5138888888888888,player2,0,1,0,1,0,0,1
763,Marcos Giron,Filip Krajinovic,-0.004520795660036173,-0.0022603978300180863,-0.013863773357444265,-0.16184448462929474,-0.0596745027124774,-0.375,player2,0,1,0,1,0,0,1
764,David Goffin,Lloyd Harris,-0.02377358490566038,0.018364779874213838,-0.13584905660377355,-0.05886792452830186,0.05622641509433962,0.39999999999999997,player1,0,1,0,1,0,0,1
765,Stefanos Tsitsipas,Maxime Cressy,-0.10338785046728972,-0.0332109479305741,-0.06341789052069435,0.0395527369826435,0.018107476635514014,0.19999999999999996,player1,0,1,0,1,0,0,1
766,Juan Ignacio Londero,Borna Coric,-0.05180213045381585,-0.00036480373559025225,0.08368597694440394,0.046184152925725974,-0.05464759959141982,-0.016042780748663055,player2,0,1,0,1,0,0,1
767,Jordan Thompson,Egor Gerasimov,0.05372344821886106,-0.05504587155963303,-0.07595669063558974,-0.01760476072402678,0.10628977601454664,0.0714285714285714,player1,0,1,0,1,0,0,1
768,Cristian Garin,Mikhail Kukushkin,0.04404894327030033,0.003114571746384874,-0.0422691879866518,-0.054282536151279204,-0.014238042269187984,-0.3173076923076923,player2,0,1,0,1,0,0,1
769,Federico Coria,Cameron Norrie,0.013227513227513227,0.017195767195767195,-0.13624338624338628,-0.06746031746031744,0.01719576719576721,-0.3285714285714286,player2,0,1,0,1,0,0,1
770,Hubert Hurkacz,Alejandro Davidovich Fokina,0.1148106486689164,0.012448443944506934,-0.10138732658417704,-0.04769403824521934,-0.017247844019497555,0.05555555555555558,player2,0,1,0,1,0,0,1
771,Jack Sock,Adrian Mannarino,-0.046666666666666676,0.06291666666666668,-0.08875,-0.10499999999999998,0.007500000000000007,-0.2121212121212121,player2,0,1,0,1,0,0,1
772,Brandon Nakashima,Alexander Zverev,-0.14955016126294346,-0.04832229955299044,-0.16799637865670802,-0.24834493294856563,0.16290386465229445,-0.5,player2,0,1,0,1,0,0,1
773,Ugo Humbert,Matteo Berrettini,-0.1454022988505747,0.04850574712643678,-0.04816091954022983,-0.13620689655172408,-0.028390804597701158,-0.33333333333333337,player2,0,1,0,1,0,0,1
774,Casper Ruud,Emil Ruusuvuori,0.06488781079442087,-0.08080654942389327,0.015615524560339655,0.008035172832019433,0.036992116434202554,0.4880952380952381,player1,0,1,0,1,0,0,1
775,Salvatore Caruso,Ernesto Escobedo,-0.05536684782608696,-0.057518115942028984,0.03566576086956519,-0.0010190217391304324,0.01200181159420291,0.18333333333333335,player1,0,1,0,1,0,0,1
776,Gregoire Barrere,Andrey Rublev,-0.05306372549019607,-0.009068627450980391,-0.01593137254901955,-0.08958333333333329,-0.030514705882352944,-0.5476190476190477,player2,0,1,0,1,0,0,1
777,Grigor Dimitrov,Marton Fucsovics,-0.0015928906773977174,0.024396378269617706,0.030097250167672618,0.007126089872568742,-0.06656606304493629,0.20000000000000007,player2,0,1,0,1,0,0,1
778,Frances Tiafoe,John Millman,-0.02055513878469617,0.0026256564141035263,0.04144786196549133,-0.011102775693923483,-0.03394598649662414,0.09565217391304348,player1,0,1,0,1,0,0,1
779,Roberto Carballes Baena,J J Wolf,-0.10511856564488144,0.002313475997686526,0.07822440717177559,-0.1440138808559861,-0.010555234239444766,-0.35064935064935066,player2,0,1,0,1,0,0,1
780,Daniil Medvedev,Christopher Oconnell,0.07092114610466493,-0.0072223537769358255,-0.07234193701160319,0.10194174757281554,0.05446365143263082,0.23529411764705888,player1,0,1,0,1,0,0,1
781,Roberto Bautista Agut,Miomir Kecmanovic,-0.04308943089430895,0.024186991869918704,-0.0896341463414635,-0.03597560975609754,0.11829268292682929,0.009803921568627527,player1,0,1,0,1,0,0,1
782,Vasek Pospisil,Milos Raonic,-0.06652996126680336,-0.04482797903850535,-0.01754385964912286,-0.018455228981544836,0.06168831168831171,0.19999999999999996,player1,0,1,0,1,0,0,1
783,Alex De Minaur,Richard Gasquet,0.021032711543660446,0.03617193836171938,-0.030873208975398803,0.08196809948634765,0.004487699378210336,0.16666666666666663,player1,0,1,0,1,0,0,1
784,Andrey Kuznetsov,Karen Khachanov,0.021243361449547013,0.020618556701030927,-0.011090284286160657,-0.13730084348641053,-0.09934395501405811,-0.15000000000000002,player2,0,1,0,1,0,0,1
785,Felix Auger Aliassime,Andy Murray,0.3218045112781955,0.007518796992481203,0.10977443609022552,0.2804511278195489,-0.04887218045112782,0.4444444444444444,player1,0,1,0,1,0,0,1
786,Corentin Moutet,Daniel Evans,0.00932515337423313,-0.033619631901840495,0.10678936605316969,0.08470347648261756,-0.04139059304703477,-0.12121212121212122,player1,0,1,0,1,0,0,1
787,Norbert Gombos,Marin Cilic,-0.0737236474472949,-0.009398018796037591,-0.0382905765811532,-0.0266065532131064,0.02730505461010921,0.16666666666666663,player2,0,1,0,1,0,0,1
788,Sumit Nagal,Dominic Thiem,-0.08348348348348349,0.030930930930930932,0.07597597597597605,-0.07297297297297295,-0.13213213213213215,-0.21666666666666667,player2,0,1,0,1,0,0,1
789,Jan Lennard Struff,Novak Djokovic,0.05588044184535412,-0.022254710851202078,-0.050682261208576995,-0.15090968161143603,-0.025666016894087068,-0.4545454545454546,player2,0,1,0,1,0,0,1
790,Ricardas Berankis,Pablo Carreno Busta,0.008909694956206582,0.008909694956206582,-0.10419812745394141,-0.14331017819389913,-0.02038659015403202,0.11111111111111116,player2,0,1,0,1,0,0,1
791,Taylor Fritz,Denis Shapovalov,-0.02079254079254078,-0.0317016317016317,-0.09258741258741265,-0.051468531468531475,0.03547785547785548,-0.3333333333333333,player2,0,1,0,1,0,0,1
792,David Goffin,Filip Krajinovic,0.0029287722586691656,0.03807403936269915,0.06993908153701967,0.12195407685098403,-0.025070290534208062,0.038461538461538436,player1,0,1,0,1,0,0,1
793,Borna Coric,Stefanos Tsitsipas,-0.06599366199483812,-0.0050638701035643115,-0.021006893397366833,-0.0022215688196282612,-0.00202554804142574,0.1282051282051282,player1,0,1,0,1,0,0,1
794,Mikhail Kukushkin,Jordan Thompson,-0.10728842004315513,-0.0026372572524574443,-0.15631742987293218,-0.25257731958762886,0.08331335411172378,-0.06153846153846154,player2,0,1,0,1,0,0,1
795,Alejandro Davidovich Fokina,Cameron Norrie,-0.03270889087124591,-0.02453166815343444,0.04014272970562005,0.04965804341361879,0.058281296461492715,-0.04166666666666663,player1,0,1,0,1,0,0,1
796,Adrian Mannarino,Alexander Zverev,-0.08763180393274438,-0.07829866058706184,-0.00947563408378449,-0.11157024793388431,0.00042747221430608495,-0.5277777777777778,player2,0,1,0,1,0,0,1
797,Matteo Berrettini,Casper Ruud,0.12447145877378436,0.010570824524312898,-0.02563424947145876,0.08113107822410148,0.029862579281183937,0.4,player1,0,1,0,1,0,0,1
798,Andrey Rublev,Salvatore Caruso,0.24047619047619045,0.021428571428571432,0.06190476190476191,0.26428571428571435,0.03571428571428571,0.11538461538461536,player1,0,1,0,1,0,0,1
799,Marton Fucsovics,Frances Tiafoe,0.012155745489078829,0.018423551756885093,0.004368471035137711,-0.17378917378917375,-0.037606837606837584,-0.5,player2,0,1,0,1,0,0,1
800,J J Wolf,Daniil Medvedev,-0.1351233036626295,0.07690062746242521,-0.0026265868962497274,-0.10097767401138191,-0.09120093389756309,-0.2,player2,0,1,0,1,0,0,1
801,Vasek Pospisil,Roberto Bautista Agut,0.10189933523266856,0.020132953466286796,-0.03656220322886994,-0.013960113960113985,0.008262108262108242,0.30000000000000004,player1,0,1,0,1,0,0,1
802,Alex De Minaur,Karen Khachanov,0.012941968214526062,0.0060568411243982,-0.08246622146296001,0.017601076771755486,-0.012890200341667962,-0.038461538461538436,player1,0,1,0,1,0,0,1
803,Corentin Moutet,Felix Auger Aliassime,-0.039473684210526314,-0.013157894736842105,-0.052631578947368474,-0.18421052631578944,-0.06578947368421054,-0.25,player2,0,1,0,1,0,0,1
804,Dominic Thiem,Marin Cilic,0.03551805337519623,-0.011381475667189951,-0.035910518053375196,0.050431711145996816,0.029042386185243352,0.375,player1,0,1,0,1,0,0,1
805,Pablo Carreno Busta,Novak Djokovic,-0.23809523809523814,0.0,-0.04761904761904767,-0.0714285714285714,-0.011904761904761918,0.5,player1,0,1,0,1,0,0,1
806,Denis Shapovalov,David Goffin,0.08089171974522294,0.00661440470357668,0.03336599706026455,0.07060264576188141,0.020333170014698698,0.1696428571428571,player1,0,1,0,1,0,0,1
807,Borna Coric,Jordan Thompson,0.02097701149425287,-0.05,0.1626436781609195,0.1902298850574713,-0.03706896551724137,0.04545454545454547,player1,0,1,0,1,0,0,1
808,Alexander Zverev,Alejandro Davidovich Fokina,0.2070995670995671,-0.02735930735930736,-0.04432900432900433,0.18683982683982686,0.048831168831168836,0.5844155844155844,player1,0,1,0,1,0,0,1
809,Matteo Berrettini,Andrey Rublev,-0.03146853146853147,-0.00691530691530692,-0.01756021756021764,-0.09572649572649572,0.022144522144522144,-0.3194444444444444,player2,0,1,0,1,0,0,1
810,Frances Tiafoe,Daniil Medvedev,-0.10238095238095238,-0.002380952380952381,0.11190476190476184,-0.02380952380952378,-0.2476190476190476,0.2727272727272727,player2,0,1,0,1,0,0,1
811,Vasek Pospisil,Alex De Minaur,0.058288770053475936,0.03101604278074866,0.0117647058823529,-0.0342245989304813,-0.13155080213903747,-0.07142857142857145,player2,0,1,0,1,0,0,1
812,Felix Auger Aliassime,Dominic Thiem,0.09886363636363635,-0.0022727272727272735,-0.07272727272727275,-0.13636363636363635,-0.06590909090909092,-0.09523809523809523,player2,0,1,0,1,0,0,1
813,Denis Shapovalov,Pablo Carreno Busta,0.11912393162393163,0.058144312952005256,-0.09294871794871795,0.006040433925049271,-0.005876068376068355,0.26190476190476186,player2,0,1,0,1,0,0,1
814,Alexander Zverev,Borna Coric,0.08828949572792762,0.06935835148266041,-0.01518959066286929,0.03507008432456582,-0.0369129390741051,0.10833333333333328,player1,0,1,0,1,0,0,1
815,Andrey Rublev,Daniil Medvedev,-0.06494845360824741,-0.02092783505154639,-0.07762886597938146,-0.12577319587628866,0.031958762886597936,-1.0,player2,0,1,0,1,0,0,1
816,Dominic Thiem,Alex De Minaur,0.11043761088113542,-0.005765819041986989,0.029716144293317592,0.21806623299822586,-0.06638083973979894,0.25274725274725274,player1,0,1,0,1,0,0,1
817,Pablo Carreno Busta,Alexander Zverev,-0.14706740589436826,-0.05125960509678047,0.0882209901760529,-0.02913140745063708,-0.01687579029277307,0.07386363636363635,player2,0,1,0,1,0,0,1
818,Dominic Thiem,Daniil Medvedev,-0.07769423558897243,-0.005430242272347535,0.00041771094402676123,0.020467836257309968,0.06140350877192982,0.15000000000000002,player1,0,1,0,1,0,0,1
819,Alexander Zverev,Dominic Thiem,0.04705655278903687,0.04705655278903687,0.01906967766840373,0.02798687512063308,-0.035321366531557624,-0.09401709401709402,player2,0,1,0,1,0,0,1
820,Yannick Hanfmann,Miomir Kecmanovic,0.0016869095816464258,0.020917678812415658,0.18758434547908232,0.15654520917678816,-0.26214574898785425,-0.55,player2,1,0,1,0,0,1,0
821,Marc Andrea Huesler,Miomir Kecmanovic,-0.009758131776480411,-0.07406171809841536,0.11459549624687232,0.00600500417014177,-0.07522935779816514,0.1507936507936508,player2,1,0,1,0,0,1,0
822,Yannick Hanfmann,Laslo Djere,-0.010816326530612243,-0.011020408163265306,0.06979591836734689,0.0220408163265306,0.02632653061224488,-0.6,player1,1,0,1,0,0,1,0
823,Marc Andrea Huesler,Feliciano Lopez,0.021103896103896097,-0.024350649350649352,0.011363636363636465,0.055194805194805185,0.10389610389610388,0.0357142857142857,player1,1,0,1,0,0,1,0
824,Miomir Kecmanovic,Federico Delbonis,0.03549253230407787,-0.021144487330088946,-0.11084074509145825,-0.03607987917435812,0.10916261117637185,0.16666666666666663,player1,1,0,1,0,0,1,0
825,Maximilian Marterer,Yannick Hanfmann,-0.18518518518518517,-0.037037037037037035,-0.09770114942528729,-0.1392081736909323,0.004469987228607919,-0.16666666666666663,player2,1,0,1,0,0,1,0
826,Diego Schwartzman,Laslo Djere,-0.012987012987012988,-0.0225362872421696,0.04106187929717342,-0.03838808250572956,-0.04430863254392664,-0.40476190476190477,player2,1,0,1,0,0,1,0
827,Fabio Fognini,Marc Andrea Huesler,-0.0914141414141414,0.1106060606060606,-0.12373737373737381,-0.21111111111111114,-0.09494949494949492,-0.4444444444444444,player2,1,0,1,0,0,1,0
828,Guido Pella,Feliciano Lopez,-0.10709995996263179,-0.012678499933271054,-0.03963699452822633,-0.10750033364473505,0.04010409715734686,-0.08571428571428574,player2,1,0,1,0,0,1,0
829,Nikoloz Basilashvili,Federico Delbonis,-0.04135021097046414,0.021940928270042195,0.019620253164556956,-0.07426160337552745,-0.08607594936708862,0.23333333333333328,player2,1,0,1,0,0,1,0
830,Miomir Kecmanovic,Jordan Thompson,0.09487179487179487,-0.01623931623931624,0.1252136752136752,0.2064102564102564,0.06837606837606836,0.5,player1,1,0,1,0,0,1,0
831,Maximilian Marterer,Hubert Hurkacz,0.05454545454545454,-0.010671936758893281,-0.041501976284585074,0.14664031620553358,0.054940711462450595,0.2142857142857143,player1,1,0,1,0,0,1,0
832,Yannick Hanfmann,Dusan Lajovic,-0.0673076923076923,0.011437246963562752,-0.036437246963562764,0.02226720647773278,0.031477732793522284,-0.02857142857142858,player1,1,0,1,0,0,1,0
833,Laslo Djere,Jannik Sinner,0.004126984126984128,0.06,-0.052063492063492034,0.050793650793650835,0.10190476190476194,-0.5714285714285714,player1,1,0,1,0,0,1,0
834,Sebastian Ofner,Diego Schwartzman,0.029935675408213756,-0.027214250371103414,0.04626422563087573,-0.0356259277585354,0.00643245917862445,0.4153846153846154,player2,1,0,1,0,0,1,0
835,Emil Ruusuvuori,Marc Andrea Huesler,0.010483401281304608,0.02028732284993206,0.02494661230828965,0.04280722189866043,-0.03688604154533104,0.05555555555555558,player2,1,0,1,0,0,1,0
836,Pierre Hugues Herbert,Feliciano Lopez,0.011699507389162561,0.033866995073891626,0.06896551724137934,-0.0320197044334975,-0.11453201970443352,-0.2857142857142857,player2,1,0,1,0,0,1,0
837,Yoshihito Nishioka,Guido Pella,-0.023809523809523808,0.04,-0.10666666666666658,-0.20380952380952383,-0.07809523809523808,-0.5,player2,1,0,1,0,0,1,0
838,Juan Ignacio Londero,Federico Delbonis,-0.05084745762711865,0.027495291902071565,0.013182674199623379,-0.17401129943502824,0.024105461393596983,-0.6666666666666667,player2,1,0,1,0,0,1,0
839,John Millman,Jordan Thompson,-0.03652735304111451,0.04672103295956506,0.05079850492694532,0.0031430513081889266,-0.044002718314644945,0.03296703296703296,player2,1,0,1,0,0,1,0
840,Miomir Kecmanovic,Kei Nishikori,0.01647058823529412,-0.01725490196078431,-0.04941176470588238,0.03764705882352942,0.044705882352941206,-0.13333333333333333,player1,1,0,1,0,0,1,0
841,Joao Sousa,Hubert Hurkacz,-0.0867816091954023,-0.018965517241379307,0.11839080459770113,-0.013793103448275834,-0.1275862068965517,0.4,player2,1,0,1,0,0,1,0
842,Maximilian Marterer,Dennis Novak,-0.024152847873107425,0.0410958904109589,-0.02613554434030274,0.05894015861571733,0.006488824801730353,0.25,player1,1,0,1,0,0,1,0
843,Alexander Bublik,Yannick Hanfmann,0.12727272727272726,0.03668831168831169,-0.025974025974025983,-0.0649350649350649,-0.03181818181818183,0.3333333333333333,player2,1,0,1,0,0,1,0
844,Albert Ramos,Laslo Djere,-0.06791754756871035,-0.021405919661733615,-0.022463002114164854,-0.09487315010570824,0.028276955602536985,0.041666666666666685,player2,1,0,1,0,0,1,0
