,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
468,Ugo Humbert,Miomir Kecmanovic,-0.0026773761713520666,0.028494932109389942,0.07477529164276153,0.04130808950086062,-0.06942053930005737,0.55,player1,0,1,1,0,0,1,0
469,Cameron Norrie,Brandon Nakashima,-0.006926406926406926,0.06349206349206349,0.07821067821067829,-0.06435786435786439,-0.08917748917748919,-0.07142857142857145,player2,0,1,1,0,0,1,0
470,Noah Rubin,Yoshihito Nishioka,-0.026923076923076925,0.0,-0.11602564102564106,-0.2891025641025641,-0.056410256410256376,-0.6666666666666667,player2,0,1,1,0,0,1,0
471,Ryan Harrison,Soon Woo Kwon,0.0825228411435308,0.04833480695549661,0.03477748305334505,-0.012378426171529622,-0.06749189507810197,0.1785714285714286,player2,0,1,1,0,0,1,0
472,Reilly Opelka,Mackenzie Mcdonald,0.2991836734693878,0.0,0.12816326530612243,0.19102040816326532,-0.06489795918367347,0.6666666666666667,player1,0,1,1,0,0,1,0
473,Jack Sock,Steve Johnson,-0.005693581780538304,0.048654244306418216,-0.009316770186335366,-0.02795031055900621,-0.030020703933747395,-0.4666666666666666,player2,0,1,1,0,0,1,0
474,Milos Raonic,Cedrik Marcel Stebe,0.08602150537634408,0.02932551319648094,-0.0029325513196480912,0.10166177908113394,-0.03470185728250241,0.5,player1,0,1,1,0,0,1,0
475,Daniel Elahi Galan,Tommy Paul,-0.09014925373134328,0.009850746268656715,0.016716417910447756,-0.07223880597014926,-0.10567164179104477,-0.375,player2,0,1,1,0,0,1,0
476,Emilio Gomez,Frances Tiafoe,0.07715617715617716,-0.015151515151515152,-0.18904428904428905,-0.16107226107226102,0.06363636363636366,0.25,player2,0,1,1,0,0,1,0
477,Miomir Kecmanovic,Jordan Thompson,0.009153318077803202,0.05263157894736842,-0.3089244851258582,0.08237986270022879,0.23798627002288328,0.5,player1,0,1,1,0,0,1,0
478,Stefan Kozlov,Ugo Humbert,-0.13510550835845436,0.03178953137845985,0.0756371608659907,-0.14140860509728692,0.009043573581803216,-0.13636363636363635,player2,0,1,1,0,0,1,0
479,Cameron Norrie,Taylor Fritz,-0.07070707070707072,0.06060606060606061,0.010101010101010055,-0.030303030303030276,0.07070707070707069,0.43333333333333335,player1,0,1,1,0,0,1,0
480,Jiri Vesely,Brandon Nakashima,0.11051441492368569,0.031091011871113627,0.07037874505370267,0.028829847371396267,-0.1783493499152063,-0.75,player2,0,1,1,0,0,1,0
481,Noah Rubin,Jason Jung,0.02537410540013013,0.0016265452179570587,-0.06701366297983091,0.09076122316200391,0.014638906961613518,0.2142857142857143,player1,0,1,1,0,0,1,0
482,Yoshihito Nishioka,John Millman,-0.07017543859649122,0.0,0.11622807017543868,0.07309941520467839,-0.040204678362573104,-0.42857142857142855,player1,0,1,1,0,0,1,0
483,Soon Woo Kwon,Adrian Mannarino,0.003174072836618788,-0.03190778483127297,0.11660541262946877,0.021884396926161065,-0.030070163715335774,0.16666666666666663,player1,0,1,1,0,0,1,0
484,Damir Dzumhur,Ryan Harrison,-0.07692307692307693,0.0,0.038461538461538436,-0.0961538461538462,-0.006410256410256415,-0.6,player2,0,1,1,0,0,1,0
485,Mackenzie Mcdonald,Yasutaka Uchiyama,0.012477718360071305,0.05837789661319073,0.026292335115864485,0.13591800356506234,-0.006238859180035666,0.25,player1,0,1,1,0,0,1,0
486,Reilly Opelka,Ernests Gulbis,0.09277650454121042,-0.0487225193107546,0.04312027841439603,0.10516934046345816,-0.01476954418130888,0.125,player1,0,1,1,0,0,1,0
487,Radu Albot,Jack Sock,-0.06834240704274296,0.016911849878373686,0.00903509788022705,-0.04922969998841653,-0.005444225645777817,0.0,player2,0,1,1,0,0,1,0
488,Henri Laaksonen,Steve Johnson,0.07342657342657341,0.014685314685314685,-0.08624708624708621,-0.008624708624708655,-0.033100233100233106,-1.0,player2,0,1,1,0,0,1,0
489,Cedrik Marcel Stebe,Bernard Tomic,0.027902545256567296,0.003811079352116508,-0.05526065060568941,0.00217775962978084,0.10072138287736493,0.06862745098039225,player1,0,1,1,0,0,1,0
490,Milos Raonic,Denis Istomin,0.15565217391304348,0.06869565217391305,-0.1617391304347826,0.03652173913043477,0.1608695652173913,0.4,player1,0,1,1,0,0,1,0
491,Stefanos Tsitsipas,Felix Auger Aliassime,0.022248243559718966,-0.04918032786885246,0.09279859484777508,0.1451990632318501,-0.004683840749414525,0.13333333333333341,player1,0,1,1,0,0,1,0
492,Gilles Simon,Felix Auger Aliassime,-0.05807685619892193,0.008868022952529992,-0.04642670839853935,-0.10311250217353501,0.016171100678142925,0.0,player2,0,1,1,0,0,1,0
493,Stefanos Tsitsipas,Alexander Bublik,-0.029239766081871343,0.0,0.014619883040935755,0.026315789473684237,0.15594541910331383,0.04166666666666663,player1,0,1,1,0,0,1,0
494,Daniil Medvedev,Gilles Simon,-0.10810810810810811,-0.02702702702702703,-0.05558388577256501,-0.28454869964303925,-0.07343192248852629,-0.33333333333333337,player2,0,1,1,0,0,1,0
495,Egor Gerasimov,Felix Auger Aliassime,-0.05779739386296763,0.03699033207229928,-0.16288356452290875,-0.20197562000840685,0.07187894073139976,0.6363636363636364,player2,0,1,1,0,0,1,0
496,Alexander Bublik,Denis Shapovalov,0.0706930693069307,0.0204950495049505,-0.07396039603960392,0.004158415841584162,0.05188118811881187,0.13333333333333341,player1,0,1,1,0,0,1,0
497,Vasek Pospisil,Stefanos Tsitsipas,-0.06293706293706294,0.011072261072261072,-0.0011655011655010705,-0.13636363636363635,-0.08041958041958044,-0.6,player2,0,1,1,0,0,1,0
498,Jannik Sinner,Daniil Medvedev,-0.10576428203808544,-0.0023160061760164694,0.11194029850746268,-0.038342768914050473,-0.1657231085949563,0.42857142857142855,player2,0,1,1,0,0,1,0
499,Gilles Simon,Aljaz Bedene,-0.09663087745279525,-0.0136986301369863,-0.10273972602739723,-0.11458718992965566,0.1329137356534617,0.16666666666666669,player1,0,1,1,0,0,1,0
500,Egor Gerasimov,David Goffin,-0.03584018801410105,-0.0029377203290246734,0.09890325107716402,0.040148844496670555,-0.0011750881316098527,0.5,player1,0,1,1,0,0,1,0
501,Felix Auger Aliassime,Pierre Hugues Herbert,0.14683292671907475,-0.012108069034065236,0.08782867985904041,0.1483690250293666,0.014728472033974871,0.4285714285714286,player1,0,1,1,0,0,1,0
502,Alexander Bublik,Benoit Paire,-0.08043775649794803,-0.046101231190150485,0.04281805745554035,0.06470588235294117,-0.04500683994528043,-0.31818181818181823,player1,0,1,1,0,0,1,0
503,Marin Cilic,Denis Shapovalov,-0.10679470391386586,0.0403026334933799,-0.019933071438964056,-0.11217808817110436,0.04277608031427324,-0.19047619047619047,player2,0,1,1,0,0,1,0
504,Hubert Hurkacz,Vasek Pospisil,-0.0990074441687345,0.06079404466501241,-0.18436724565756818,-0.2091811414392059,0.08337468982630275,-0.25,player2,0,1,1,0,0,1,0
505,Stefanos Tsitsipas,Mikael Ymer,0.10582010582010581,-0.05555555555555555,-0.13227513227513232,0.14814814814814814,0.15608465608465608,0.5,player1,0,1,1,0,0,1,0
506,Norbert Gombos,Jannik Sinner,-0.05080482897384305,-0.023809523809523808,-0.012407780013413916,-0.07645875251509054,0.043594902749832354,-0.33333333333333337,player2,0,1,1,0,0,1,0
507,Gilles Simon,Harold Mayot,0.10574127906976744,-0.023255813953488372,0.07848837209302328,0.16315406976744184,-0.01780523255813954,-0.16666666666666663,player1,0,1,1,0,0,1,0
508,Karen Khachanov,Aljaz Bedene,-0.10660550458715595,-0.051651376146788996,0.014678899082568808,-0.03211009174311924,-0.0065137614678899,0.1515151515151516,player2,0,1,1,0,0,1,0
509,Egor Gerasimov,Dennis Novak,0.10641025641025639,0.024358974358974363,0.11410256410256414,0.20641025641025645,-0.02692307692307691,0.33333333333333337,player1,0,1,1,0,0,1,0
510,Mikhail Kukushkin,Pierre Hugues Herbert,-0.18962962962962962,0.011358024691358022,-0.03506172839506172,-0.17827160493827165,0.11259259259259258,-0.09999999999999998,player2,0,1,1,0,0,1,0
511,Felix Auger Aliassime,Stefano Travaglia,-0.027029422190712513,0.010280042538107052,0.11556185749734138,0.07736618220489189,-0.1391350584898972,0.5666666666666667,player1,0,1,1,0,0,1,0
512,Benoit Paire,Gregoire Barrere,0.15001117818019225,0.047619047619047616,-0.13816230717639166,-0.05902079141515759,0.16253073999552872,0.33333333333333337,player1,0,1,1,0,0,1,0
513,Marton Fucsovics,Alexander Bublik,-0.008755760368663594,0.05207373271889401,-0.006912442396313279,-0.07188940092165896,0.009677419354838707,-0.25,player2,0,1,1,0,0,1,0
514,Marin Cilic,Ilya Ivashka,-0.0012650221378874144,0.0018975332068311215,-0.008855154965211942,0.05913978494623651,-0.0082226438962682,0.2666666666666666,player1,0,1,1,0,0,1,0
515,Hubert Hurkacz,Antoine Hoang,0.10869565217391304,0.023478260869565216,-0.15826086956521745,0.13826086956521738,0.09739130434782609,-0.2857142857142857,player1,0,1,1,0,0,1,0
516,Emil Ruusuvuori,Vasek Pospisil,-0.17277777777777778,0.02833333333333333,-0.0005555555555555314,-0.048888888888888926,0.034444444444444444,-0.2333333333333334,player2,0,1,1,0,0,1,0
517,Mikael Ymer,Richard Gasquet,0.01421404682274248,-0.014632107023411368,0.20192307692307687,0.08946488294314381,-0.08528428093645485,0.2714285714285714,player1,0,1,1,0,0,1,0
518,Gianluca Mager,Cristian Garin,-0.01963889768767818,0.05194805194805195,-0.10674691162496042,0.030883750395945486,-0.05464048146974976,0.033333333333333326,player2,1,0,1,0,0,1,0
519,Attila Balazs,Gianluca Mager,-0.024180327868852457,0.05860655737704917,-0.1635245901639344,-0.1002732240437158,0.09398907103825138,0.0,player2,1,0,1,0,0,1,0
520,Borna Coric,Cristian Garin,0.026036644165863064,-0.05255544840887174,0.055207328833172586,-0.03423336547733846,-0.05930568948891031,0.0357142857142857,player2,1,0,1,0,0,1,0
521,Dominic Thiem,Gianluca Mager,-0.03542392566782811,0.0002903600464576085,-0.15185830429732872,-0.10946573751451794,0.04006968641114983,-0.2142857142857143,player2,1,0,1,0,0,1,0
522,Attila Balazs,Pedro Martinez,0.030057070386810398,0.05263157894736842,-0.14838300570703866,-0.03360811667723529,0.028281547241597954,0.07142857142857151,player1,1,0,1,0,0,1,0
523,Federico Coria,Cristian Garin,-0.0326522013903518,-0.07446808510638298,0.1384032020223298,-0.020328628607541643,-0.011059616599957883,0.23809523809523808,player2,1,0,1,0,0,1,0
524,Borna Coric,Lorenzo Sonego,0.005971087366436201,-0.015399120050282843,-0.07888120678818356,-0.007856693903205536,0.049025769956002496,0.33333333333333337,player1,1,0,1,0,0,1,0
525,Dominic Thiem,Jaume Munar,0.04040404040404041,0.0202020202020202,0.07070707070707072,0.03030303030303033,0.01010101010101011,0.375,player1,1,0,1,0,0,1,0
526,Gianluca Mager,Joao Domingues,0.0680940680940681,0.027553527553527555,0.013338013338013321,0.08336258336258334,-0.007722007722007707,-0.09999999999999998,player1,1,0,1,0,0,1,0
527,Thiago Monteiro,Attila Balazs,0.14574402939375383,-0.027352520922637274,0.1745254133496632,0.0685854255970606,-0.1094100836905491,-0.05555555555555558,player2,1,0,1,0,0,1,0
528,Pedro Martinez,Pablo Andujar,0.05145067698259187,-0.0425531914893617,0.10715667311411992,0.1624758220502901,-0.003481624758220503,0.6,player1,1,0,1,0,0,1,0
529,Federico Coria,Carlos Alcaraz,-0.04938271604938271,-0.0313646980313647,0.20020020020020024,0.042042042042042094,-0.07040373707040373,0.2698412698412699,player1,1,0,1,0,0,1,0
530,Federico Delbonis,Cristian Garin,-0.10979075174373547,0.042882975975200216,0.010849909584086825,-0.14027383105140795,-0.03745802118315683,-0.4285714285714286,player2,1,0,1,0,0,1,0
531,Borna Coric,Thiago Seyboth Wild,-0.010237203495630467,0.02247191011235955,-0.07116104868913853,-0.06167290886392007,0.024344569288389517,0.0357142857142857,player1,1,0,1,0,0,1,0
532,Dusan Lajovic,Lorenzo Sonego,0.0034057045551298404,0.014048531289910599,-0.012345679012345623,0.00042571306939120923,0.023414218816517646,-0.16666666666666669,player2,1,0,1,0,0,1,0
533,Felipe Meligeni Alves,Dominic Thiem,-0.0010389610389610407,-0.01367965367965368,0.23255411255411262,0.028571428571428525,-0.17679653679653679,0.5,player2,1,0,1,0,0,1,0
534,Jaume Munar,Salvatore Caruso,0.017736486486486486,-0.05405405405405406,-0.04771959459459463,0.03716216216216217,0.0295608108108108,0.11428571428571432,player1,1,0,1,0,0,1,0
535,Federico Gaio,Joao Domingues,0.07516339869281045,0.0016339869281045763,-0.06372549019607843,0.06862745098039214,-0.0326797385620915,-0.25,player2,1,0,1,0,0,1,0
536,Casper Ruud,Gianluca Mager,-0.014428082701175071,0.012048192771084338,-0.0058009817045960865,-0.049828945411274694,-0.016510486390004464,-0.16666666666666663,player2,1,0,1,0,0,1,0
537,Guido Pella,Thiago Monteiro,-0.056530214424951264,0.015107212475633527,0.03752436647173496,0.03849902534113059,-0.0716374269005848,0.037878787878787956,player2,1,0,1,0,0,1,0
538,Attila Balazs,Pablo Cuevas,-0.009890109890109883,0.0565934065934066,-0.035439560439560425,0.032967032967033016,0.04972527472527474,0.4,player1,1,0,1,0,0,1,0
539,Pedro Martinez,Hugo Dellien,0.0,-0.04232456140350878,0.11809210526315794,0.047697368421052655,0.009539473684210528,-0.017094017094017144,player1,1,0,1,0,0,1,0
540,Fernando Verdasco,Pablo Andujar,-0.0008201202843083656,0.03143794423182067,-0.1134499726626571,-0.19874248223072716,0.006287588846364128,-0.05555555555555558,player2,1,0,1,0,0,1,0
541,Carlos Alcaraz,Albert Ramos,-0.023159988633134412,-0.010798522307473711,0.10002841716396704,0.06976413753907357,-0.07360045467462348,-0.1228070175438597,player1,1,0,1,0,0,1,0
542,Federico Coria,Corentin Moutet,-0.007492354740061161,-0.048318042813455656,-0.09441896024464824,-0.07798165137614677,0.06345565749235475,-0.16666666666666663,player1,1,0,1,0,0,1,0
543,Federico Delbonis,Roberto Carballes Baena,0.009751567216159746,0.03389830508474576,0.05572324123519856,0.14255862549338288,0.005107963779893199,0.3055555555555556,player1,1,0,1,0,0,1,0
544,Andrej Martin,Cristian Garin,0.0014568764568764561,-0.02534965034965035,0.10897435897435892,0.0011655011655011815,-0.05448717948717949,0.25,player2,1,0,1,0,0,1,0
545,Borna Coric,Juan Ignacio Londero,0.1323529411764706,-0.008088235294117646,-0.024264705882352966,0.04558823529411765,0.02058823529411763,-0.7,player1,1,0,1,0,0,1,0
546,Thiago Seyboth Wild,Alejandro Davidovich Fokina,0.03158947970268725,0.0328759291023442,-0.1465122927387078,-0.050314465408805076,0.057461406518010294,-0.2142857142857143,player1,1,0,1,0,0,1,0
547,Leonardo Mayer,Lorenzo Sonego,-0.06060606060606061,0.08047508047508048,-0.08125208125208128,-0.09634809634809632,0.03318903318903316,-0.3571428571428571,player2,1,0,1,0,0,1,0
548,Marco Cecchinato,Dusan Lajovic,-0.020531400966183583,-0.004830917874396136,0.025362318840579712,-0.07125603864734298,-0.05676328502415459,-0.33333333333333337,player2,1,0,1,0,0,1,0
549,Rafael Nadal,Taylor Fritz,-0.1910268270120259,0.043478260869565216,-0.007863089731729889,0.07493061979648474,0.1549491211840888,0.4285714285714286,player1,0,1,1,0,0,1,0
550,Rafael Nadal,Grigor Dimitrov,0.018060200668896326,0.02441471571906355,-0.0866220735785953,0.08294314381270906,0.02976588628762543,0.5,player1,0,1,1,0,0,1,0
551,Taylor Fritz,John Isner,0.02022906440577124,-0.038226982002082396,-0.015171798304328465,0.037185780157667714,-0.004164807377658786,0.22499999999999998,player1,0,1,1,0,0,1,0
552,Soon Woo Kwon,Rafael Nadal,-0.08771929824561403,0.028742067935796936,-0.029488615154908526,-0.10190369540873456,-0.11048898842851809,-0.6666666666666667,player2,0,1,1,0,0,1,0
553,Grigor Dimitrov,Stan Wawrinka,-0.040474741326841146,0.02951917224589166,0.1542909312233719,0.1144248326232501,-0.019172245891661596,0.25,player1,0,1,1,0,0,1,0
554,Kyle Edmund,Taylor Fritz,-0.08021978021978021,0.017582417582417586,0.027472527472527486,-0.07582417582417583,0.0120879120879121,-0.08333333333333326,player2,0,1,1,0,0,1,0
555,John Isner,Tommy Paul,0.24469696969696972,0.05,0.08333333333333337,0.17815656565656568,-0.07702020202020202,0.15000000000000002,player1,0,1,1,0,0,1,0
556,Miomir Kecmanovic,Rafael Nadal,0.006844850065189048,-0.012385919165580184,-0.003911342894393766,-0.15221642764015647,0.008148631029986947,-0.16666666666666666,player2,0,1,1,0,0,1,0
557,Soon Woo Kwon,Dusan Lajovic,-0.002705627705627704,0.07034632034632035,-0.1563852813852813,0.07954545454545453,0.09253246753246754,0.2222222222222222,player1,0,1,1,0,0,1,0
558,Pedro Martinez,Stan Wawrinka,-0.14082581350834017,-0.02761826633852885,0.018047579983593076,-0.1137544435329505,-0.02050861361771944,0.6,player2,0,1,1,0,0,1,0
559,Grigor Dimitrov,Adrian Mannarino,-0.031632110579479004,0.013556618819776711,-0.029771398192450893,-0.010632642211589605,0.02870813397129185,0.125,player1,0,1,1,0,0,1,0
560,Taylor Fritz,Ugo Humbert,0.0012531328320802004,-0.06986215538847118,-0.006892230576441172,0.11372180451127822,0.07362155388471178,-0.6666666666666666,player1,0,1,1,0,0,1,0
561,Kyle Edmund,Felix Auger Aliassime,-0.1693208430913349,-0.03653395784543326,-0.08548009367681508,-0.00023419203747071515,0.11943793911007028,0.25,player1,0,1,1,0,0,1,0
562,Marcos Giron,John Isner,-0.205054012345679,-0.05516975308641975,-0.14043209876543206,-0.14197530864197527,0.14467592592592593,-0.19999999999999996,player2,0,1,1,0,0,1,0
563,Tommy Paul,Alexander Zverev,0.021616310488823384,-0.15254237288135594,0.10980103168754607,0.03512650454433802,0.0019651191353475816,0.25,player1,0,1,1,0,0,1,0
564,Pablo Andujar,Rafael Nadal,-0.08163265306122448,0.016875981161695454,-0.03414442700156983,-0.19780219780219777,0.006279434850863436,0.0,player2,0,1,1,0,0,1,0
565,Alex De Minaur,Miomir Kecmanovic,0.02947033054559936,0.0031859816806053334,-0.18040621266427725,-0.12266029470330547,0.07327757865392273,-0.5961538461538461,player2,0,1,1,0,0,1,0
566,Taro Daniel,Soon Woo Kwon,0.0009737098344693301,0.03894839337877313,-0.015774099318403123,-0.005063291139240478,-0.04595910418695229,0.0357142857142857,player2,0,1,1,0,0,1,0
567,Steve Johnson,Dusan Lajovic,-0.027979358168037413,0.0035478148685695807,-0.02193194646024832,-0.08329301725528138,0.02717303660699888,-0.15384615384615385,player2,0,1,1,0,0,1,0
568,Frances Tiafoe,Stan Wawrinka,-0.25499516596841765,0.01941669352239768,0.014824363519174932,-0.11964228166290686,0.06840154689010636,-0.125,player2,0,1,1,0,0,1,0
569,Pedro Martinez,Radu Albot,-0.0005707762557077625,0.02026255707762557,0.21175799086757996,0.1872146118721461,-0.10587899543378995,0.5,player1,0,1,1,0,0,1,0
570,Adrian Mannarino,Cameron Norrie,0.054318488529014844,-0.010121457489878555,-0.10323886639676111,0.021255060728744946,0.057354925775978394,0.2777777777777778,player1,0,1,1,0,0,1,0
571,Damir Dzumhur,Grigor Dimitrov,0.004563233376792701,-0.09713168187744459,0.2516297262059974,0.016297262059973894,-0.12190352020860495,-0.46666666666666673,player2,0,1,1,0,0,1,0
572,Nick Kyrgios,Ugo Humbert,-0.05333333333333329,0.08,0.046666666666666634,-0.10666666666666658,-0.12666666666666665,-0.19999999999999996,player2,0,1,1,0,0,1,0
573,Taylor Fritz,John Millman,0.03708791208791208,-0.022102897102897104,0.07529970029970023,0.07667332667332666,0.07080419580419578,-0.33333333333333337,player1,0,1,1,0,0,1,0
574,Kyle Edmund,Feliciano Lopez,0.20276679841897233,-0.08379446640316204,0.2849802371541502,0.37233201581027675,-0.091699604743083,0.375,player1,0,1,1,0,0,1,0
575,Alex Bolt,Felix Auger Aliassime,-0.06313131313131314,-0.05176767676767677,0.02146464646464652,-0.018939393939393923,-0.03535353535353536,-0.25,player2,0,1,1,0,0,1,0
576,John Isner,Mischa Zverev,0.3392857142857143,0.0,0.0,0.0892857142857143,0.053571428571428575,0.5,player1,0,1,1,0,0,1,0
577,Marcos Giron,Gerardo Lopez Villasenor,0.11744891084662026,-0.0273972602739726,-0.07814956209297097,0.017965416573096804,0.17426454075903886,0.33333333333333337,player1,0,1,1,0,0,1,0
578,Tommy Paul,Mackenzie Mcdonald,0.029126213592233004,0.029126213592233007,-0.09708737864077677,-0.01941747572815533,0.07766990291262135,0.12698412698412698,player1,0,1,1,0,0,1,0
